gene_id	gene_name	control_rep1	control_rep2	control_rep3	nilotinib_rep1	nilotinib_rep2	nilotinib_rep3
ELOF1	ELOF1	152.098297	152.077643	128.799631	90.669362	89.077463	93.719891
ELOVL1	ELOVL1	68.236397	66.484957	67.340058	82.997646	94.941213	105.496505
ELOVL2	ELOVL2	0.626014	0.678163	0.959353	0.392498	0.471397	0.6755
ELOVL2-AS1	ELOVL2-AS1	0.021078	0	0.021517	0	0.041127	0
ELOVL3	ELOVL3	0.960433	1.642221	1.056114	0.107658	0.275338	0.187334
ELOVL4	ELOVL4	0.010167	0	0	0	0	0
ELOVL5	ELOVL5	172.068753	178.168088	184.453645	76.839033	75.137187	71.393176
ELOVL6	ELOVL6	36.047108	38.356268	41.851373	40.048335	42.705799	35.026184
ELOVL7	ELOVL7	8.294847	10.195456	12.102037	2.874168	3.59798	3.78157
ELP2	ELP2	75.837036	76.170383	72.751005	70.460305	77.901229	58.527099
ELP3	ELP3	30.131413	30.802128	29.411662	10.412606	12.175907	13.864919
ELP4	ELP4	20.21849	20.376216	21.977318	14.612725	16.491262	14.357343
ELP5	ELP5	45.437741	43.940975	47.251401	26.108643	23.225728	26.180708
ELP6	ELP6	60.470894	55.538198	62.035208	34.744448	38.409536	38.051586
ELSPBP1	ELSPBP1	0.044659	0.090129	0.110077	0	0	0
ELTD1	ELTD1	0	0	0	0	0	0
EMB	EMB	0	0	0	0	0	0.007805
EMBP1	EMBP1	0.179068	0.289482	0.277546	0.290579	0.420451	0.262562
EMC1	EMC1	35.299854	36.169705	36.95154	12.2844	15.350883	23.081791
EMC10	EMC10	38.516374	41.24002	38.719022	19.602182	17.732842	24.389694
EMC2	EMC2	22.428122	23.137603	22.608893	12.211588	12.614363	12.76245
EMC3	EMC3	102.039539	92.191253	94.235729	88.088386	95.122775	93.558517
EMC3-AS1	EMC3-AS1	18.446822	20.485825	21.833751	20.995027	19.202163	22.838209
EMC4	EMC4	90.979712	88.292928	89.882964	49.83653	52.234798	55.396431
EMC6	EMC6	59.319726	58.559475	64.212505	32.938853	29.25738	34.038849
EMC7	EMC7	70.856746	69.062041	70.779398	29.47636	30.711893	30.505904
EMC8	EMC8	33.008556	30.807817	30.600055	15.200332	14.93117	19.009519
EMC9	EMC9	25.570012	25.892387	29.803165	7.323038	7.041998	6.592717
EMCN	EMCN	0	0	0	0	0	0
EMD	EMD	161.975797	163.994924	145.04482	125.14418	143.370087	144.75841
EME1	EME1	20.093674	21.492677	25.777592	21.546913	22.382524	22.166404
EME2	EME2	3.760329	4.916893	4.492777	3.866118	3.711566	5.794724
EMG1	EMG1	35.466257	32.492184	39.904193	18.493886	20.022765	23.070506
EMID1	EMID1	48.061779	43.307368	35.661026	90.070718	88.03523	76.366466
EMILIN1	EMILIN1	1.302261	1.172093	1.640887	0.26287	0.333788	0.348488
EMILIN2	EMILIN2	2.466039	2.416546	1.501093	7.420493	6.296381	5.341129
EMILIN3	EMILIN3	0.008731	0.021737	0.045988	0.019405	0.020123	0
EML1	EML1	0.128503	0.068423	0.087018	0.014832	0.045819	0.007601
EML2	EML2	82.28637	77.110948	84.251463	48.000889	43.080255	39.809715
EML3	EML3	43.159824	45.440737	53.956544	39.415253	39.16366	36.382607
EML4	EML4	16.796282	16.281582	18.870027	6.823344	7.296082	9.228716
EML5	EML5	0.610984	0.644134	0.504063	0.609942	0.509969	0.730093
EML6	EML6	0.240413	0.191481	0.121285	0.249031	0.234084	0.191079
EMP1	EMP1	0.033582	0.028251	0.011418	0	0.025216	0.024742
EMP2	EMP2	9.411177	11.99444	9.620725	10.382669	11.272199	14.936056
EMP3	EMP3	291.002327	289.715396	265.198199	130.790737	137.075351	166.269017
EMR1	EMR1	0.394677	0.766814	0.589188	0.033094	0.065134	0.12328
EMR2	EMR2	7.036896	9.190925	9.187884	1.446853	1.468745	2.170349
EMR3	EMR3	0	0	0.016404	0	0	0
EMR4P	EMR4P	0.023042	0	0	0	0.025949	0
EMX1	EMX1	0.029572	0.093219	0.030173	0.064758	0.033243	0.097604
EMX2	EMX2	0	0.029324	0	0	0	0
EMX2OS	EMX2OS	0.036421	0.035801	0.012377	0.00444	0	0
EN1	EN1	1.401459	1.808611	2.298976	0.080824	0.071237	0.283107
EN2	EN2	0.063546	0.171907	0.120357	0	0	0.050297
ENAH	ENAH	0.060089	0.138013	0.031543	0.004852	0.032589	0.04597
ENAM	ENAM	0.005471	0	0.011157	0.006001	0.006182	0.012181
ENC1	ENC1	2.065205	2.551475	3.644597	0.136338	0.17896	0.158535
ENDOD1	ENDOD1	12.701203	13.850402	12.73515	27.060077	26.781352	23.076304
ENDOG	ENDOG	119.26611	127.522081	122.453145	90.216042	103.991645	122.104369
ENDOU	ENDOU	0.04252	0.035747	0.01446	0	0.015938	0.015605
ENDOV	ENDOV	3.63273	4.358491	3.533065	5.251412	4.856965	4.139097
ENG	ENG	6.593673	5.249183	2.363518	3.690753	2.844141	1.827086
ENGASE	ENGASE	13.337464	14.092814	19.309755	10.777711	11.805558	19.090816
ENHO	ENHO	0.035061	0	0.035829	0.07649	0.077955	0.037614
ENKD1	ENKD1	15.779501	15.281116	21.21048	15.057678	14.001572	14.326268
ENKUR	ENKUR	0.145481	0.448358	0.263938	0.05139	0.244897	0.300436
ENO1	ENO1	1669.592234	1921.668848	2021.780639	298.297738	337.975586	480.383383
ENO1-AS1	ENO1-AS1	0.949233	0.968852	1.142108	0.337854	0.165211	0.591523
ENO2	ENO2	38.826929	55.087816	51.564699	10.849922	13.013327	17.783985
ENO3	ENO3	13.451925	12.624841	13.41607	2.767303	2.77033	2.927188
ENO4	ENO4	0.34979	0.405991	0.490581	0.314368	0.290227	0.491894
ENOPH1	ENOPH1	32.69489	31.656663	33.767195	11.378387	13.283561	16.370791
ENOSF1	ENOSF1	28.189946	29.24532	36.605342	16.782175	19.431735	32.203078
ENOX1	ENOX1	0	0	0	0	0	0
ENOX2	ENOX2	11.778805	12.988649	11.327253	5.739349	5.690792	6.622199
ENPEP	ENPEP	0.078064	0.174477	0.146945	0.250247	0.461242	0.694738
ENPP1	ENPP1	0.015826	0.079602	0.044369	0.085185	0.026848	0.085207
ENPP2	ENPP2	0	0	0	0	0.01813	0
ENPP3	ENPP3	15.719758	20.916925	31.046803	6.08039	6.140423	4.946939
ENPP4	ENPP4	0	0	0	0	0	0
ENPP5	ENPP5	0	0	0	0	0	0
ENPP6	ENPP6	0.007739	0.029318	0.007892	0.008484	0	0
ENPP7	ENPP7	0	0	0	0	0.022923	0
ENSA	ENSA	207.149612	200.403044	237.973758	127.201002	123.924422	158.263644
ENTHD1	ENTHD1	0.308741	0.500554	1.001434	0	0.034179	0.050161
ENTHD2	ENTHD2	11.789022	12.88194	13.326787	9.918657	8.832238	11.753826
ENTPD1	ENTPD1	3.059952	2.787668	2.943227	1.5093	1.652659	2.482539
ENTPD1-AS1	ENTPD1-AS1	0.219423	0.133959	0.179476	0.305321	0.39019	0.356472
ENTPD2	ENTPD2	0.882827	0.486895	0.632141	0.220425	0.090393	0.221319
ENTPD3	ENTPD3	1.46575	1.894459	1.880726	3.145854	3.374657	2.256821
ENTPD3-AS1	ENTPD3-AS1	2.116034	1.555967	1.913842	1.580418	1.638711	2.113047
ENTPD4	ENTPD4	17.093137	17.005614	20.807712	8.832204	8.230155	8.488008
ENTPD5	ENTPD5	10.277901	10.064906	12.851219	6.920871	7.293776	7.641138
ENTPD6	ENTPD6	27.244377	27.004146	29.867726	8.890921	10.297603	12.255377
ENTPD7	ENTPD7	4.699787	4.730436	4.394846	1.740288	1.506613	1.385339
ENTPD8	ENTPD8	0.263723	0.172233	0.373868	2.195281	2.138991	2.269169
ENY2	ENY2	27.03359	27.103079	29.423944	20.875492	21.973278	24.723038
EOGT	EOGT	2.779764	3.438203	3.980107	1.11827	1.735607	2.494987
EOMES	EOMES	0	0	0	0	0	0
EP300	EP300	19.466907	19.006437	17.97088	15.691127	16.579069	17.048768
EP400	EP400	27.878257	31.613618	32.12975	18.618248	20.941142	26.338781
EP400NL	EP400NL	5.407154	7.705317	7.600873	5.568928	4.151313	7.086289
EPAS1	EPAS1	11.961655	16.523262	19.18478	2.510525	2.939556	2.418615
EPB41	EPB41	249.220816	241.497432	221.240929	228.632772	224.190033	204.638758
EPB41L1	EPB41L1	0.947896	0.950696	0.837071	0.610241	0.505089	0.573337
EPB41L2	EPB41L2	30.029117	37.424113	44.788966	9.262003	9.639329	10.550637
EPB41L3	EPB41L3	0	0	0	0	0	0
EPB41L4A	EPB41L4A	1.049346	1.052988	1.134511	3.146765	3.60699	2.499906
EPB41L4A-AS1	EPB41L4A-AS1	74.944836	71.254261	64.477321	58.13397	54.111137	36.154001
EPB41L4A-AS2	EPB41L4A-AS2	0.226553	0.126674	0.025704	2.145665	1.772564	1.339507
EPB41L4B	EPB41L4B	0.311936	0.229915	0.185653	0.610935	0.665064	0.661309
EPB41L5	EPB41L5	7.250053	7.336821	8.74457	5.120215	5.510207	6.051171
EPB42	EPB42	7.882478	5.377696	2.436508	218.197416	204.600608	157.981887
EPC1	EPC1	12.324799	12.290778	11.532905	13.057265	14.033478	11.662975
EPC2	EPC2	14.525455	15.510487	13.115197	12.913376	13.606596	14.417956
EPCAM	EPCAM	66.295907	65.639708	76.554376	34.276775	38.043256	34.161847
EPDR1	EPDR1	0	0.059125	0	0.017114	0.017565	0.034362
EPG5	EPG5	4.74471	4.84631	5.498919	6.310399	6.94731	7.334032
EPGN	EPGN	0.077991	0.094492	0.159127	0	0.073131	0.055097
EPHA1	EPHA1	0	0.012948	0.020141	0	0	0
EPHA1-AS1	EPHA1-AS1	0.227082	0.400112	0.396048	0.039322	0.094505	0.132961
EPHA10	EPHA10	0.015763	0	0.016085	0	0.063982	0.024109
EPHA2	EPHA2	0.039469	0.059809	0.040249	0.051924	0.026722	0.140167
EPHA3	EPHA3	0	0	0	0	0	0
EPHA4	EPHA4	0.042017	0.01764	0.038077	0.020484	0	0.015607
EPHA5	EPHA5	0	0.007302	0	0	0	0
EPHA6	EPHA6	0	0	0	0	0	0
EPHA7	EPHA7	0	0	0	0	0	0
EPHA8	EPHA8	0.03578	0.045084	0.109544	0	0.040152	0.006679
EPHB1	EPHB1	0	0	0.006565	0	0	0
EPHB2	EPHB2	0.055561	0.062388	0.031473	0.0106	0.010903	0
EPHB3	EPHB3	0	0	0	0.055127	0.016216	0
EPHB4	EPHB4	88.019962	88.026527	85.793426	67.526943	70.973631	72.533409
EPHB6	EPHB6	3.92179	4.545209	6.962335	8.323848	7.854233	5.189681
EPHX1	EPHX1	22.282319	24.173872	24.555385	14.544695	14.52461	16.887804
EPHX2	EPHX2	45.603422	52.897194	63.054869	18.029795	20.537203	18.031974
EPHX3	EPHX3	0.02028	0	0	0	0	0
EPHX4	EPHX4	0	0	0	0	0	0.026276
EPM2A	EPM2A	2.257732	2.126586	1.983558	1.419616	1.685745	2.084897
EPM2AIP1	EPM2AIP1	20.324017	19.413557	25.315322	34.349372	38.541278	49.509653
EPN1	EPN1	135.979786	136.775908	131.097165	123.337366	107.006239	92.31863
EPN2	EPN2	6.458959	8.450514	9.158279	5.125893	5.315322	6.285312
EPN2-AS1	EPN2-AS1	0	0	0.031464	0	0	0
EPN2-IT1	EPN2-IT1	0	0.127381	0.10417	0.166103	0.112222	0.267864
EPN3	EPN3	0	0	0	0.008505	0.008755	0.017222
EPO	EPO	0.053475	0.235384	0.245751	0	0.119439	0.173882
EPOR	EPOR	30.47136	26.976102	22.168194	71.589539	75.632474	90.827172
EPPIN	EPPIN	0	0	0	0	0	0
EPPIN-WFDC6	EPPIN-WFDC6	0	0	0	0	0	0
EPPK1	EPPK1	13.504508	16.200977	14.62657	7.439394	8.698895	10.63435
EPRS	EPRS	280.371448	274.48031	251.22535	167.418774	177.614579	156.88706
EPS15	EPS15	53.821465	50.90248	51.579374	33.89232	36.548085	39.412241
EPS15L1	EPS15L1	23.294543	23.345557	23.303915	12.842801	12.002751	16.636193
EPS8	EPS8	0.037213	0.168421	0.161533	0.036555	0.042001	0.041322
EPS8L1	EPS8L1	10.513606	11.030719	11.482394	4.833343	4.69244	5.352541
EPS8L2	EPS8L2	9.219801	10.819408	11.831496	12.768343	12.139267	8.219311
EPS8L3	EPS8L3	0.072422	0.122253	0.103447	0.052912	0.155751	0.091521
EPSTI1	EPSTI1	0.166407	0.149658	0.210933	0.576932	0.56428	0.288421
EPT1	EPT1	11.598031	11.153601	13.192633	4.837082	4.860288	6.418587
EPX	EPX	0.779625	0.586601	0.648382	0.230433	0.124141	0.177322
EPYC	EPYC	0	0	0	0	0	0
EQTN	EQTN	0	0	0.12131	0.090614	0.043868	0.26555
ERAL1	ERAL1	88.578076	90.859655	98.079202	16.154807	14.894054	19.135537
ERAP1	ERAP1	30.880588	32.729309	31.585591	36.329733	41.630526	41.247864
ERAP2	ERAP2	0.971117	0.987866	1.212672	1.579768	1.106716	1.515467
ERAS	ERAS	0.101812	0	0.20834	0.166103	0	0.37501
ERBB2	ERBB2	4.618366	5.328969	5.263103	9.344976	9.707432	10.700646
ERBB2IP	ERBB2IP	26.28973	25.324962	28.05121	20.248656	20.940819	21.366912
ERBB3	ERBB3	8.269633	10.526365	13.326133	9.489824	10.19715	6.770323
ERBB4	ERBB4	0	0	0	0	0	0
ERC1	ERC1	4.9456	5.360187	4.78373	3.110102	3.392395	4.132897
ERC2	ERC2	0.065836	0.097764	0.062326	0.010608	0.010931	0.04192
ERC2-IT1	ERC2-IT1	0	0	0	0	0	0
ERCC1	ERCC1	68.28206	74.577926	78.132893	46.126413	46.703129	46.435016
ERCC2	ERCC2	49.80494	50.909727	54.872343	19.902995	21.011486	22.685917
ERCC3	ERCC3	28.141596	27.983557	30.857674	17.859556	19.181971	24.001157
ERCC4	ERCC4	5.22409	5.566988	4.843053	2.273791	2.323234	3.132355
ERCC5	ERCC5	15.254149	16.091461	16.998148	11.951298	12.736055	10.537242
ERCC6	ERCC6	4.159421	4.148414	4.141805	4.576446	4.82657	5.315561
ERCC6-PGBD3	ERCC6-PGBD3	2.78948	2.916662	3.1116	4.880845	3.918924	4.08709
ERCC6L	ERCC6L	7.372128	7.422194	8.01853	4.87509	5.816291	6.73177
ERCC6L2	ERCC6L2	2.44299	2.591203	3.092431	1.581982	1.755954	2.434037
ERCC8	ERCC8	7.033653	8.342369	7.504489	3.097238	3.753129	3.652507
EREG	EREG	0.234375	0.444079	0.312004	0.057113	0.124983	0.217136
ERF	ERF	41.25164	39.302231	45.190934	16.819862	16.356861	19.821879
ERG	ERG	0.022788	0.028683	0.046529	0	0	0
ERGIC1	ERGIC1	59.469191	58.349875	53.069279	32.220468	33.393576	34.01049
ERGIC2	ERGIC2	24.446492	25.529362	24.263898	16.220918	18.835091	19.581494
ERGIC3	ERGIC3	236.666386	239.822008	212.891752	214.469934	199.221781	186.025517
ERH	ERH	285.82281	291.838667	290.909117	107.364899	109.299703	137.747852
ERI1	ERI1	30.683732	27.395657	32.511783	11.6713	12.24671	15.834471
ERI2	ERI2	20.742857	19.63855	24.052482	19.885796	25.314875	27.510926
ERI3	ERI3	79.819184	87.109899	83.48723	31.147506	34.259944	42.853642
ERI3-IT1	ERI3-IT1	1.782942	1.239061	1.577268	0.711031	1.58204	0.717601
ERICH1	ERICH1	13.396912	11.805957	12.067006	6.070522	6.258064	7.873453
ERICH1-AS1	ERICH1-AS1	0	0	0	0	0	0
ERICH2	ERICH2	13.004593	13.684696	12.62577	10.073931	9.538219	6.209073
ERLEC1	ERLEC1	28.942738	31.11987	32.488489	16.330929	17.651434	16.041101
ERLIN1	ERLIN1	19.720632	19.33332	20.735018	9.339307	10.881029	13.32379
ERLIN2	ERLIN2	22.35518	23.162377	21.898844	7.316159	9.642765	13.310144
ERMAP	ERMAP	75.134184	63.902287	49.514658	185.301957	189.600207	183.712548
ERMARD	ERMARD	11.750906	12.899504	15.012113	9.536832	11.090443	13.080314
ERMN	ERMN	0.210448	0.112427	0.109429	0.144775	0.13037	0.071844
ERMP1	ERMP1	18.815064	21.632588	25.666681	10.291989	11.233965	10.563453
ERN1	ERN1	14.721595	18.047006	16.492509	2.668201	2.962165	3.278794
ERN2	ERN2	0.160854	0.26904	0.081498	0.214112	0.310425	0.281658
ERO1L	ERO1L	23.321915	26.299441	28.981254	5.217528	5.786763	5.168632
ERO1LB	ERO1LB	7.869344	7.665919	8.714702	2.374088	2.452059	1.999326
ERP27	ERP27	0	0.065834	0.053451	0	0	0
ERP29	ERP29	277.391632	287.875974	311.276957	212.466899	214.749428	207.487102
ERP44	ERP44	23.381014	23.698198	23.703662	21.08352	21.327749	21.790368
ERRFI1	ERRFI1	1.954655	2.29477	1.842155	0.750269	0.592725	0.73023
ERV3-1	ERV3-1	35.995767	42.352342	45.61122	42.491629	48.690074	45.004083
ERVFRD-1	ERVFRD-1	0.617106	0.720006	0.715196	1.250217	1.159628	0.414298
ERVK13-1	ERVK13-1	2.702325	2.459075	2.904677	2.748315	3.08478	4.679943
ERVMER34-1	ERVMER34-1	0.163964	0.220708	0.241798	0.071861	0.049255	0.219596
ERVV-1	ERVV-1	0	0.080582	0.026067	0.016559	0.018196	0.042274
ERVV-2	ERVV-2	0.089756	0	0.013081	0.109779	0.039456	0.028283
ERVW-1	ERVW-1	0.490847	0.340351	0.86821	0.226898	0.177912	0.551407
ESAM	ESAM	1.366118	2.395501	3.04569	1.360852	1.539948	0.894125
ESCO1	ESCO1	11.288474	11.279061	11.736205	6.607293	7.617622	8.221406
ESCO2	ESCO2	12.705272	12.746253	15.395311	7.451451	9.893361	11.278828
ESD	ESD	159.680416	163.877376	155.429926	115.030746	124.719649	118.578515
ESF1	ESF1	9.618764	8.784364	8.311709	2.597008	3.323155	4.334459
ESM1	ESM1	0	0	0	0	0	0
ESP33	ESP33	0.015061	0	0	0	0.016927	0
ESPL1	ESPL1	19.43849	19.399264	23.565714	19.001661	20.982818	30.027533
ESPN	ESPN	13.796524	12.474956	5.1946	687.44948	708.721601	557.584137
ESPNL	ESPNL	0.205738	0.223823	0.181904	0.067328	0.128656	0.089612
ESPNP	ESPNP	0.162509	0.061537	0.18241	0.249049	0.200784	0.214149
ESR1	ESR1	0.023599	0.012945	0.004812	0.005177	0.023157	0.021036
ESR2	ESR2	1.339514	1.990188	1.892184	0.301559	0.310011	0.176209
ESRG	ESRG	0	0	0	0.010839	0	0.010949
ESRP1	ESRP1	0.120349	0.233019	0.140972	0	0	0
ESRP2	ESRP2	0.041238	0.121983	0.092828	0.111586	0.085965	0.216218
ESRRA	ESRRA	106.717542	101.844241	103.134233	60.118684	61.22443	66.874512
ESRRB	ESRRB	16.77413	17.28314	25.654861	1.438912	1.489132	0.925427
ESRRG	ESRRG	0	0	0	0	0	0
ESX1	ESX1	0	0	0	0	0	0
ESYT1	ESYT1	215.223949	243.428931	241.027888	45.986488	48.997089	50.700317
ESYT2	ESYT2	61.692027	72.305956	70.240434	40.591031	46.102125	47.536607
ESYT3	ESYT3	0	0.01434	0	0	0.007669	0.008158
ETAA1	ETAA1	7.050692	6.311713	8.00196	5.622249	6.206752	5.445964
ETF1	ETF1	103.329471	97.316871	91.059387	52.025815	58.015493	66.227544
ETFA	ETFA	278.716003	256.166628	263.651118	202.450413	200.516457	190.224804
ETFB	ETFB	222.643087	225.582251	229.671725	202.756684	222.626559	239.648232
ETFDH	ETFDH	15.484741	16.895354	18.589653	14.326246	11.400119	14.79705
ETHE1	ETHE1	23.664674	24.82863	28.252923	19.222431	26.139609	16.165601
ETNK1	ETNK1	27.237008	35.094646	37.30717	28.820568	26.464895	26.304668
ETNK2	ETNK2	0.18182	0.091755	0.123649	0.039835	0.177395	0.092856
ETNPPL	ETNPPL	0	0	0	0.100423	0.036694	0
ETS1	ETS1	0.953017	1.759165	1.67743	0.028781	0.041872	0.082465
ETS2	ETS2	11.971934	11.754712	10.450734	2.618839	3.048872	4.415769
ETV1	ETV1	4.468532	4.94899	7.25454	0.070093	0.067436	0.142693
ETV2	ETV2	0.918698	0.829139	0.737689	0.404397	0.265777	0.458671
ETV3	ETV3	13.769224	13.165534	13.192285	11.254273	11.094325	12.40996
ETV3L	ETV3L	0.016691	0.020957	0	0.018216	0.018728	0
ETV4	ETV4	36.548872	40.082295	53.116165	0.082665	0.084861	0.132855
ETV5	ETV5	8.722609	9.563546	12.405256	0.235405	0.376046	0.427527
ETV6	ETV6	3.868836	4.594229	5.818838	2.061836	2.10274	2.143695
ETV7	ETV7	0.095946	0.059505	0.168968	0.101108	0.026447	0.209353
EVA1A	EVA1A	0	0	0	0	0	0
EVA1B	EVA1B	57.269155	60.725627	61.000406	21.871434	18.706518	18.927986
EVA1C	EVA1C	0.050547	0.024182	0.083951	0.154069	0.390095	0.198972
EVC	EVC	1.955563	2.496775	3.010192	1.719736	1.7395	2.597815
EVC2	EVC2	0.921906	0.770377	0.823628	0.345666	0.576587	0.647322
EVI2A	EVI2A	0.076399	0.013773	0.04453	0.023917	0.04918	0.036198
EVI2B	EVI2B	3.758264	5.472483	7.366268	0.125955	0.036925	0.023361
EVI5	EVI5	6.508639	6.441609	6.330061	3.788503	4.66263	4.328078
EVI5L	EVI5L	8.880776	10.333017	9.170463	4.861662	5.329063	6.148563
EVL	EVL	21.908328	27.153177	32.037864	11.873115	14.068199	16.951895
EVPL	EVPL	0.02246	0.017029	0.022898	0.083769	0.005078	0.005007
EVPLL	EVPLL	0	0.020756	0.084021	0.018025	0.092472	0
EVX1	EVX1	0	0	0	0	0	0
EVX2	EVX2	0	0	0	0	0	0
EWSR1	EWSR1	176.324878	182.443744	181.786229	110.28127	109.552285	142.659401
EXD1	EXD1	0.020789	0.024001	0.031806	0	0.011713	0
EXD2	EXD2	5.923886	6.721028	5.90949	3.633828	4.591313	4.803315
EXD3	EXD3	19.775636	20.027948	23.192426	45.712415	45.289113	32.987726
EXO1	EXO1	48.732823	52.993541	59.114452	40.270814	44.714635	50.222527
EXO5	EXO5	1.918613	2.864507	2.933122	2.076544	2.552095	2.92495
EXOC1	EXOC1	25.898247	27.952458	27.931239	19.602528	23.252171	22.761256
EXOC2	EXOC2	22.990782	22.241255	22.32856	22.521362	26.990337	28.941268
EXOC3	EXOC3	37.812169	40.84025	38.892595	32.930001	37.11881	37.862485
EXOC3L1	EXOC3L1	0.025472	0.032132	0.064963	0.181348	0.272324	0.182623
EXOC3L2	EXOC3L2	19.038819	22.255766	20.99033	31.702076	38.983653	42.51165
EXOC3L4	EXOC3L4	1.959499	1.685351	2.008942	10.139518	11.422971	11.943607
EXOC4	EXOC4	54.962511	55.397036	51.764666	38.079958	42.906972	38.86755
EXOC5	EXOC5	12.082852	11.84419	12.240219	10.513175	11.839764	12.048397
EXOC6	EXOC6	22.179886	22.208029	21.96004	6.318609	7.054229	8.121876
EXOC6B	EXOC6B	3.27405	3.202351	4.095295	0.951629	1.225912	1.327274
EXOC7	EXOC7	25.178901	23.673457	25.36459	26.229891	26.23071	29.618534
EXOC8	EXOC8	11.552943	10.204888	10.899093	8.828363	8.57243	11.556377
EXOG	EXOG	6.567896	6.975981	7.507969	2.642272	2.450324	3.762457
EXOSC1	EXOSC1	57.402206	56.003939	60.467197	29.128276	28.309615	28.335192
EXOSC10	EXOSC10	89.580916	88.817004	85.127618	59.925953	64.882929	68.462222
EXOSC2	EXOSC2	44.384485	38.178232	43.633299	17.853736	21.039142	30.313789
EXOSC3	EXOSC3	39.506574	35.870196	37.145102	25.048261	25.434672	30.127583
EXOSC4	EXOSC4	74.73139	66.279324	73.337008	32.503003	32.954773	41.003037
EXOSC5	EXOSC5	76.220605	80.759011	82.833285	12.876666	15.969235	17.664844
EXOSC6	EXOSC6	49.841711	49.440744	49.478944	28.239629	25.923788	42.890737
EXOSC7	EXOSC7	73.344143	75.519771	77.362489	34.880311	32.997047	43.1233
EXOSC8	EXOSC8	49.463712	52.3788	58.585807	19.258668	19.360022	26.255032
EXOSC9	EXOSC9	68.629548	58.509928	63.513455	28.673904	31.884322	39.206929
EXPH5	EXPH5	2.18802	2.032429	2.79626	1.632253	1.898092	2.332238
EXT1	EXT1	1.550046	2.049438	2.057934	1.095747	1.654736	2.062941
EXT2	EXT2	37.159146	39.698296	44.123368	22.695746	24.310921	26.19234
EXTL1	EXTL1	0.857042	0.792861	0.876392	0.524655	0.460607	0.795679
EXTL2	EXTL2	12.090706	12.850643	13.574519	6.58372	6.602766	6.904814
EXTL3	EXTL3	13.424917	14.873542	14.296514	5.570234	5.280195	6.529838
EXTL3-AS1	EXTL3-AS1	0.055483	0.138698	0.22715	0.301477	0.427038	0.23228
EYA1	EYA1	0	0	0	0.018483	0.038042	0.009306
EYA2	EYA2	0.060468	0.01906	0.026364	0	0	0
EYA3	EYA3	26.027239	23.044888	24.824331	17.866405	17.011043	18.047901
EYA4	EYA4	0.05613	0.056732	0.066645	0.055405	0.006342	0.049979
EYS	EYS	0.118254	0.118205	0.112133	0.099587	0.080912	0.113666
EZH1	EZH1	24.175808	22.888536	25.30067	71.554918	63.610605	55.199669
EZH2	EZH2	82.410368	86.680247	88.498171	33.805185	38.360629	50.797926
EZR	EZR	181.655316	197.149993	221.23006	68.4716	72.707781	74.422277
EZR-AS1	EZR-AS1	0.637566	0	0	0	0	0
F10	F10	0.206696	0.257942	0.571505	0.174254	0.057736	0.196248
F11	F11	0	0	0	0	0	0
F11-AS1	F11-AS1	0.20556	0.110731	0.119983	0.064132	0.098243	0
F11R	F11R	60.509013	62.996912	64.044697	75.295801	84.038045	85.272488
F12	F12	9.999421	11.301651	9.667203	2.33562	3.237665	2.67636
F13A1	F13A1	0	0	0.016104	0	0	0
F13B	F13B	0	0	0.029723	0	0	0
F2	F2	0.081488	0.061628	0.01663	0	0	0
F2R	F2R	13.840781	16.218061	19.305211	10.252904	11.158661	12.414148
F2RL1	F2RL1	0.065134	0.095896	0.033218	0.10705	0.036688	0.036007
F2RL2	F2RL2	0.037723	0.056687	0.05771	0.041344	0.021265	0.041783
F2RL3	F2RL3	10.130601	14.782772	13.367258	1.257172	1.600308	1.615712
F3	F3	0.043343	0.018218	0	0	0.032487	0.029448
F5	F5	0	0	0	0	0	0
F7	F7	0	0	0	0	0	0
F8	F8	0.640968	1.38719	1.105733	0.127872	0.076907	0.097577
F8A1	F8A1	0.019799	0.074813	0	0.043316	0	0.021646
F8A2	F8A2	0	0	0	0	0	0
F9	F9	0	0	0	0	0	0
FA2H	FA2H	0.026262	0	0.013396	0.100669	0.088643	0.086857
FAAH	FAAH	1.490757	1.743501	1.06253	0.544362	0.506352	0.461144
FAAH2	FAAH2	0.312064	0.393705	0.438773	1.057149	0.908021	0.496358
FABP1	FABP1	0	0	0	0	0	0
FABP12	FABP12	0	0	0	0	0	0
FABP2	FABP2	0	0	0	0	0	0
FABP3	FABP3	0.288266	0.475584	0.969506	0.21819	0.252143	0.582661
FABP4	FABP4	0	0	0	0	0	0
FABP5	FABP5	16.168737	16.927923	16.714411	1.598626	1.950381	2.040706
FABP5P3	FABP5P3	0	0.060473	0	0	0	0.101994
FABP6	FABP6	1.013203	0.716735	0.256299	0	0.058562	0
FABP7	FABP7	0	0	0	0	0	0
FABP9	FABP9	0	0	0	0	0	0
FADD	FADD	26.081081	29.261629	29.486347	23.406897	24.382258	25.77353
FADS1	FADS1	323.081645	324.832098	284.865322	119.632428	136.7532	179.893624
FADS2	FADS2	19.522491	22.112438	22.422651	15.220913	14.603799	12.881661
FADS3	FADS3	103.829565	114.672604	107.072388	58.461624	54.966818	66.512726
FADS6	FADS6	0.701458	0.541588	0.530924	0.359718	0.295869	0.290357
FAF1	FAF1	112.076573	111.846158	116.000103	47.423658	55.257061	70.930205
FAF2	FAF2	33.158569	34.468442	33.213538	19.825035	21.010543	22.79209
